,N,B,H,N_ESTIMATORS,MAX_DEPTH,MIN_SAMPLES_SPLIT,MIN_SAMPLES_LEAF,MAX_FEATURES,PCC,R2,MAE,Within_0.4,Within_1,Correct_Sign,Correct_Sign_Extreme
940,100,65,0.1,100,30,5,1,log2,0.6741724243810452,0.4519425687931614,0.8360008357314576,0.41964053138838237,0.7233654597551445,0.741338890336025,0.8728813559322034
941,140,35,5.0,300,10,5,1,sqrt,0.6753476298072673,0.451160454577349,0.8429025510050359,0.3843691651106962,0.7249933315550814,0.7492664710589491,0.8932461873638344
942,140,50,5.0,300,,5,4,sqrt,0.6801290814714508,0.4593699119991579,0.8267556116790253,0.4103848181338956,0.7256193990511334,0.7482867685819715,0.8866200967221923
943,140,50,1.0,100,30,10,1,log2,0.6790035724967185,0.45841871292602776,0.8304270060459269,0.4106483921982077,0.72772799156563,0.742488139167106,0.8833960236432026
944,80,65,10.0,200,,2,10,sqrt,0.63711657796271,0.399448807699081,0.8763373212537534,0.38707996874185985,0.7186767387340454,0.7382130763219589,0.871292372881356
945,0,35,1.0,100,,2,2,sqrt,0.68491876944508,0.4666222268731073,0.8199860700761161,0.424379834622566,0.7300613496932515,0.7473993064817285,0.8905228758169934
946,100,65,10.0,300,,2,4,sqrt,0.6601311067702148,0.4309566040527735,0.8490268291686953,0.41078405834852827,0.7199791612399062,0.7387340453243032,0.8739406779661016
947,160,50,5.0,300,,5,10,log2,0.6496230249684735,0.4120846784347699,0.862857786493191,0.39351607801792304,0.7192936215076436,0.7440695835529784,0.8828586781300376
948,120,50,1.0,100,,2,1,log2,0.6832533535307178,0.464631868380483,0.8258865162796009,0.41697416974169743,0.7232472324723247,0.7419609910384818,0.8807092960773778
949,100,35,0.1,200,10,10,2,log2,0.6709979691193726,0.44012539663249695,0.850304113332863,0.3851693785009336,0.7231261669778608,0.7476660442784743,0.8905228758169934
950,80,65,5.0,100,30,2,2,log2,0.6729187869108911,0.4495609868286575,0.8387791199731552,0.4128679343579057,0.7244073977598333,0.7408179213336806,0.8760593220338984
951,140,50,0.1,300,,10,10,log2,0.6544986835062537,0.41974563978287527,0.8599137215954977,0.3890353189246178,0.7211386399578281,0.7438060094886663,0.8855454056958625
952,120,35,0.1,100,10,10,1,log2,0.6667938294507901,0.4360333585488154,0.854715990235905,0.384635902907442,0.7212590024006402,0.7455321419045079,0.8839869281045751
953,120,65,10.0,200,10,5,1,sqrt,0.6477448486073183,0.41304880127390053,0.8698811742453852,0.3883823912477208,0.7181557697317009,0.7366501693149258,0.8697033898305084
954,100,65,10.0,200,10,5,1,sqrt,0.6474915682777842,0.4127367164720577,0.870825771342309,0.38812190674654856,0.7186767387340454,0.735608231310237,0.8686440677966102
955,100,35,5.0,100,30,2,4,log2,0.6790586346802759,0.4552025031489232,0.8267688894006575,0.41451053614297145,0.7257935449453188,0.7484662576687117,0.8888888888888888
956,0,50,10.0,200,30,10,4,log2,0.6544968234058028,0.42129012398195065,0.8539019338144346,0.4035318924617818,0.7177121771217713,0.7393252503953611,0.8737238044062332
957,0,50,1.0,100,10,5,2,log2,0.6586321620114779,0.42512309568241835,0.8618192830783156,0.38402741170268845,0.7177121771217713,0.7482867685819715,0.8844707146695325
958,120,65,10.0,200,30,5,4,log2,0.6582466914053867,0.42712330391295894,0.8525368303448493,0.40296952331336283,0.719718676738734,0.7376921073196144,0.8723516949152542
959,160,35,1.0,100,30,10,4,log2,0.679391897641057,0.4545515273834416,0.8251799562978209,0.41371032275273406,0.7279274473192852,0.7492664710589491,0.8910675381263616
960,120,35,0.1,300,,5,4,log2,0.6816815228452607,0.45805425720837223,0.8261402213065283,0.4105094691917845,0.7257935449453188,0.7444651907175247,0.8861655773420479
961,140,65,10.0,200,30,10,4,sqrt,0.6592978259739215,0.43200879655317304,0.849429661999388,0.40270903881219067,0.7189372232352175,0.738473560823131,0.875
962,120,65,5.0,300,30,5,4,sqrt,0.6726872629350541,0.4470588072434677,0.8375439095121673,0.41469132586611096,0.7223235217504559,0.738473560823131,0.878177966101695
963,0,50,5.0,100,10,5,10,sqrt,0.6375789877350194,0.39768177119587256,0.8808363464873791,0.38191881918819187,0.7071692145492884,0.7409066947812335,0.876410531972058
964,160,65,1.0,200,10,10,2,log2,0.655428075007996,0.42001486432987567,0.8679081072538607,0.380046887210211,0.7155509247199792,0.7408179213336806,0.878707627118644
965,0,35,0.1,100,10,10,4,log2,0.6629773641772374,0.4287965994649978,0.8578448704334958,0.3835689517204588,0.717524673246199,0.7476660442784743,0.8867102396514162
966,160,65,5.0,200,30,5,2,log2,0.67677066349417,0.4531205011881039,0.8344998041791887,0.4154727793696275,0.7241469132586611,0.7402969523313363,0.8744703389830508
967,160,35,0.1,300,30,5,1,log2,0.6852450885793161,0.4666760921362383,0.8190337584371624,0.4233128834355828,0.7273939717257936,0.7441984529207789,0.8818082788671024
968,0,50,10.0,100,,10,2,sqrt,0.656560650109573,0.4258870003235192,0.8531243246077347,0.40537691091196626,0.720611491829204,0.7406431207169215,0.8742611499193982
969,80,65,10.0,200,,2,10,log2,0.6352271465226117,0.3953179710968967,0.878399493376682,0.3878614222453764,0.7155509247199792,0.7376921073196144,0.8697033898305084
970,120,65,5.0,100,30,10,1,log2,0.6689236030230694,0.44387220095773794,0.8435224771408409,0.4149518103672831,0.7160718937223235,0.7366501693149258,0.8744703389830508
971,100,50,10.0,300,30,5,4,sqrt,0.6663642528354543,0.43887735272735307,0.8396963573678085,0.4130205587770163,0.7240379546652609,0.7432788613600422,0.8812466415905427
972,100,65,0.1,300,10,5,10,log2,0.636432081698529,0.3953488395354289,0.8808712598414551,0.38160979421724406,0.7160718937223235,0.7410784058348528,0.8771186440677966
973,140,50,1.0,300,,2,10,log2,0.6544986835062537,0.41974563978287527,0.8599137215954977,0.3890353189246178,0.7211386399578281,0.7438060094886663,0.8855454056958625
974,0,35,1.0,100,,10,4,sqrt,0.6746285394419799,0.4496864044365674,0.832502285730536,0.4174446519071752,0.7193918378234195,0.7449986663110163,0.883442265795207
975,140,35,0.1,200,10,2,10,sqrt,0.6596039612255489,0.42882270490638286,0.8549892684579946,0.3851693785009336,0.7231261669778608,0.7473993064817285,0.8877995642701525
976,160,65,10.0,100,10,10,10,sqrt,0.633440381349971,0.3937928424607705,0.8837762153379354,0.3852565772336546,0.712425110705913,0.7423808283407137,0.8755296610169492
977,160,65,5.0,300,,2,4,log2,0.6693246680891825,0.4407976987488139,0.8410723108049648,0.41104454284970043,0.7210210992445949,0.7392550143266475,0.8776483050847458
978,80,65,5.0,100,30,2,1,log2,0.6770527499944883,0.45624944248165467,0.8352381887537389,0.41885907788486587,0.7176348007293566,0.7447251888512634,0.8792372881355932
979,0,50,0.1,100,30,2,4,sqrt,0.6719770682423144,0.44588243917289316,0.8369323759482569,0.41117554032683185,0.7229836584080126,0.7430152872957301,0.8823213326168726
980,140,65,10.0,200,30,2,10,log2,0.6382989510161762,0.40075010583436,0.873708089044864,0.39255014326647564,0.7202396457410785,0.7410784058348528,0.8734110169491526
981,120,35,1.0,200,30,2,4,log2,0.6816394493718522,0.4580133108226728,0.826662933454718,0.4118431581755135,0.7257935449453188,0.7447319285142705,0.8877995642701525
982,140,65,10.0,200,30,5,1,log2,0.6643985603429344,0.4396198288050801,0.8423772310058539,0.4105235738473561,0.722584006251628,0.7371711383172701,0.8702330508474576
983,0,65,10.0,200,,2,1,sqrt,0.6547316686666594,0.42704325886517813,0.8541870506257853,0.4084396978379786,0.7129460797082574,0.7335243553008596,0.8659957627118644
984,0,65,10.0,100,,2,1,log2,0.6510654851990881,0.422813543546008,0.8573183120026265,0.4053138838239125,0.7132065642094295,0.7348267778067205,0.8686440677966102
985,120,65,5.0,200,,2,10,log2,0.6422956022721038,0.4038734658363189,0.8727092363387956,0.3883823912477208,0.7150299557176348,0.7371711383172701,0.8734110169491526
986,100,35,1.0,300,30,5,1,log2,0.6873380485847255,0.4690627483757872,0.8188574654918873,0.4171779141104294,0.7257935449453188,0.7433982395305415,0.8818082788671024
987,140,65,1.0,300,,2,10,sqrt,0.6511545721778134,0.41902380585518284,0.8622891305076655,0.38968481375358166,0.71685334722584,0.7452461578536077,0.8834745762711864
988,120,35,5.0,300,30,5,10,log2,0.6542674330475517,0.4187178021690028,0.856391070592837,0.39503867698052814,0.7207255268071485,0.7428647639370499,0.8867102396514162
989,120,50,0.1,100,30,2,4,sqrt,0.6776794192200458,0.45475592153262323,0.8312585938594885,0.41222983658408013,0.7216657880864523,0.7398523985239852,0.8801719505642128
990,0,35,0.1,300,30,2,4,sqrt,0.6804592547631023,0.4569877265734035,0.825275075184319,0.42011202987463325,0.725526807148573,0.7460656174979995,0.8883442265795207
991,160,35,10.0,200,30,5,4,log2,0.6686860657004775,0.4412003716258821,0.8345215510808657,0.40730861563083487,0.7284609229127768,0.7473993064817285,0.8850762527233116
992,160,35,5.0,200,,5,4,log2,0.6798775520768067,0.45486747233490366,0.8276885216953851,0.4118431581755135,0.7247265937583356,0.7481995198719659,0.8872549019607843
993,120,50,0.1,100,10,5,10,log2,0.6431475465157452,0.4037884705753262,0.8736438853595038,0.385872430152873,0.7182393252503954,0.742488139167106,0.8839333691563676
994,160,35,0.1,100,30,5,1,sqrt,0.6853532225935081,0.4681026210781013,0.8185671883417412,0.4241130968258202,0.7271272339290478,0.7465990930914911,0.8850762527233116
995,80,35,10.0,200,,10,10,sqrt,0.6512398217020561,0.4167532665682424,0.8577632692975093,0.3974393171512403,0.7180581488396905,0.7396639103761002,0.8774509803921569
996,160,50,5.0,200,,5,2,log2,0.6820213397331634,0.4600143264135039,0.8255342169858501,0.42040063257775434,0.7266736953083817,0.742488139167106,0.8785599140247179
997,0,50,10.0,300,,10,4,sqrt,0.6566056101866454,0.423781900566933,0.8518964484688493,0.4014232999472852,0.716657880864523,0.7382709541381128,0.8737238044062332
998,0,65,10.0,100,30,2,10,log2,0.6217477517039461,0.3789436583670708,0.8906681858504659,0.38812190674654856,0.7113831727012243,0.7324824172961709,0.8633474576271186
999,80,35,5.0,200,30,10,10,log2,0.6527802926643992,0.4173498397667491,0.857528147263485,0.39423846359029074,0.721525740197386,0.7460656174979995,0.8867102396514162
